Report_Year,Age,Year_of_Birth,Year_of_Death,Gender,Career,Income_per_Year_EGP,Residence_Site,Residence_Type,Real_Estate_ID,Marital_Status,Family_Size,Edu_Grade,Edu_Type,School_Type,University_Major,University_Type,Health_Percent,Requires_Hospital_Bed,Health_Condition,Has_Solar_System,Has_AC,Avg_Monthly_Electricity_KW,Avg_Monthly_Gas_m3,Avg_Monthly_Water_m3,Avg_Monthly_Food_Waste_kg,Avg_Monthly_Internet_GB,Carbon_Footprint_Index,Monthly_Energy_Consumption_Index,Green_Fuel_Vehicle_Owner,Public_Transit_Green_Fuel_Usage,Primary_Transport_Type
2050,30,2020,Alive,Male,Information Technology,570531,R5,Apartment,86573766864441,Married,3,Graduate/Post-Graduate,Higher Ed,None,Information Technology,International,92,0,None,1,1,175.39,24.57,25.62,16.61,462.32,169.59,433.35,1,1,Electric Vehicle
2050,29,2021,Alive,Female,Civil Engineering,469438,R5,Apartment,86573766864441,Married,3,Graduate/Post-Graduate,Higher Ed,None,Civil Engineering,Public,97,0,None,1,1,175.39,24.57,25.62,16.61,462.32,169.59,433.35,1,1,Electric Vehicle
2050,0,2050,Alive,Female,Unemployed/Student,0,R5,Apartment,86573766864441,Single,3,None,None,None,None,None,99,0,None,1,1,175.39,24.57,25.62,16.61,462.32,169.59,433.35,0,1,Public Bus
2050,31,2019,Alive,Male,Human Resources,206669,R2,Town House,50328210612318,Married,4,Graduate/Post-Graduate,Higher Ed,None,Human Resources,National,97,0,None,0,1,707.87,46.1,22.91,17.65,279.08,454.88,1191.97,1,1,Electric Vehicle
2050,25,2025,Alive,Female,Civil Engineering,401127,R2,Town House,50328210612318,Married,4,Graduate/Post-Graduate,Higher Ed,None,Civil Engineering,Private,90,0,None,0,1,707.87,46.1,22.91,17.65,279.08,454.88,1191.97,0,1,LRT
2050,5,2045,Alive,Female,Unemployed/Student,0,R2,Town House,50328210612318,Single,4,Kindergarten,Basic,International,None,None,88,0,None,0,1,707.87,46.1,22.91,17.65,279.08,454.88,1191.97,1,1,Electric Vehicle
2050,1,2049,Alive,Male,Unemployed/Student,0,R2,Town House,50328210612318,Single,4,None,None,None,None,None,97,0,None,0,1,707.87,46.1,22.91,17.65,279.08,454.88,1191.97,1,1,Electric Vehicle
2050,34,2016,Alive,Male,Software Engineering,560162,R8,Apartment,51016168562012,Married,4,Graduate/Post-Graduate,Higher Ed,None,Software Engineering,National,83,0,Neurology,0,1,550.27,37.48,20.61,3.58,553.18,331.54,943.79,1,1,Electric Vehicle
2050,28,2022,Alive,Female,Artificial Intelligence,937614,R8,Apartment,51016168562012,Married,4,Graduate/Post-Graduate,Higher Ed,None,Artificial Intelligence,National,98,0,None,0,1,550.27,37.48,20.61,3.58,553.18,331.54,943.79,0,1,LRT
2050,3,2047,Alive,Female,Unemployed/Student,0,R8,Apartment,51016168562012,Single,4,None,None,None,None,None,86,0,Ophthalmology and Surgeries,0,1,550.27,37.48,20.61,3.58,553.18,331.54,943.79,0,1,LRT
2050,1,2049,Alive,Female,Unemployed/Student,0,R8,Apartment,51016168562012,Single,4,None,None,None,None,None,88,0,None,0,1,550.27,37.48,20.61,3.58,553.18,331.54,943.79,0,1,Fly Taxi
