Report_Year,Age,Year_of_Birth,Year_of_Death,Gender,Career,Income_per_Year_EGP,Residence_Site,Residence_Type,Real_Estate_ID,Marital_Status,Family_Size,Edu_Grade,Edu_Type,School_Type,University_Major,University_Type,Health_Percent,Requires_Hospital_Bed,Health_Condition,Has_Solar_System,Has_AC,Avg_Monthly_Electricity_KW,Avg_Monthly_Gas_m3,Avg_Monthly_Water_m3,Avg_Monthly_Food_Waste_kg,Avg_Monthly_Internet_GB,Carbon_Footprint_Index,Monthly_Energy_Consumption_Index,Green_Fuel_Vehicle_Owner,Public_Transit_Green_Fuel_Usage,Primary_Transport_Type
2040,26,2014,Alive,Male,Graphic Design,371739,R8,Apartment,55354261033556,Married,4,Graduate/Post-Graduate,Higher Ed,None,Graphic Design,International,94,0,None,1,1,290.19,28.18,19.63,12.64,356.62,218.53,586.04,0,1,Monorail
2040,21,2019,Alive,Female,Law,301700,R8,Apartment,55354261033556,Married,4,Graduate/Post-Graduate,Higher Ed,None,Law,Public,87,0,None,1,1,290.19,28.18,19.63,12.64,356.62,218.53,586.04,0,1,Monorail
2040,1,2039,Alive,Male,Unemployed/Student,0,R8,Apartment,55354261033556,Single,4,None,None,None,None,None,97,0,None,1,1,290.19,28.18,19.63,12.64,356.62,218.53,586.04,0,1,Monorail
2040,3,2037,Alive,Female,Unemployed/Student,0,R8,Apartment,55354261033556,Single,4,None,None,None,None,None,92,0,None,1,1,290.19,28.18,19.63,12.64,356.62,218.53,586.04,0,1,Monorail
2040,28,2012,Alive,Male,Accounting,275285,R4,Villa,76575654644437,Married,5,Graduate/Post-Graduate,Higher Ed,None,Accounting,Private,92,0,None,0,1,647.79,42.41,26.73,5.66,531.67,390.48,1093.1,1,1,Electric Vehicle
2040,22,2018,Alive,Female,Digital Marketing,404881,R4,Villa,76575654644437,Married,5,Graduate/Post-Graduate,Higher Ed,None,Digital Marketing,National,96,0,None,0,1,647.79,42.41,26.73,5.66,531.67,390.48,1093.1,0,1,LRT
2040,1,2039,Alive,Female,Unemployed/Student,0,R4,Villa,76575654644437,Single,5,None,None,None,None,None,96,0,None,0,1,647.79,42.41,26.73,5.66,531.67,390.48,1093.1,0,0,Private Car (Combustion)
2040,3,2037,Alive,Male,Unemployed/Student,0,R4,Villa,76575654644437,Single,5,None,None,None,None,None,86,0,None,0,1,647.79,42.41,26.73,5.66,531.67,390.48,1093.1,0,0,Private Car (Combustion)
2040,4,2036,Alive,Male,Unemployed/Student,0,R4,Villa,76575654644437,Single,5,Kindergarten,Basic,Public,None,None,93,0,None,0,1,647.79,42.41,26.73,5.66,531.67,390.48,1093.1,0,0,Private Car (Combustion)
2040,34,2006,Alive,Male,Graphic Design,162917,R3,Town House,30735175528714,Married,4,Graduate/Post-Graduate,Higher Ed,None,Graphic Design,Public,41,0,Physical Therapy and Rehabilitation,0,1,830.22,37.0,25.49,14.85,477.86,484.74,1218.77,1,1,Electric Vehicle
2040,25,2015,Alive,Female,Architecture,656527,R3,Town House,30735175528714,Married,4,Graduate/Post-Graduate,Higher Ed,None,Architecture,International,94,0,None,0,1,830.22,37.0,25.49,14.85,477.86,484.74,1218.77,0,0,Private Car (Combustion)
2040,3,2037,Alive,Female,Unemployed/Student,0,R3,Town House,30735175528714,Single,4,None,None,None,None,None,94,0,None,0,1,830.22,37.0,25.49,14.85,477.86,484.74,1218.77,0,0,Private Car (Combustion)
2040,4,2036,Alive,Female,Unemployed/Student,0,R3,Town House,30735175528714,Single,4,Kindergarten,Basic,International,None,None,87,0,Physical Therapy and Rehabilitation,0,1,830.22,37.0,25.49,14.85,477.86,484.74,1218.77,0,1,Fly Taxi
2040,28,2012,Alive,Male,Education/Teaching,223606,R7,Town House,63563606265087,Married,4,Graduate/Post-Graduate,Higher Ed,None,Education/Teaching,International,95,0,None,1,1,96.88,19.58,29.23,19.89,512.12,132.46,302.44,0,1,Public Bus
2040,23,2017,Alive,Female,Mechatronics,690252,R7,Town House,63563606265087,Married,4,Graduate/Post-Graduate,Higher Ed,None,Mechatronics,National,96,0,None,1,1,96.88,19.58,29.23,19.89,512.12,132.46,302.44,0,1,LRT
2040,5,2035,Alive,Female,Unemployed/Student,0,R7,Town House,63563606265087,Single,4,Kindergarten,Basic,Public,None,None,86,0,None,1,1,96.88,19.58,29.23,19.89,512.12,132.46,302.44,0,1,Monorail
2040,2,2038,Alive,Male,Unemployed/Student,0,R7,Town House,63563606265087,Single,4,None,None,None,None,None,91,0,None,1,1,96.88,19.58,29.23,19.89,512.12,132.46,302.44,1,1,Electric Vehicle
2040,33,2007,Alive,Male,Law,779969,R7,Apartment,25411073803037,Married,2,Graduate/Post-Graduate,Higher Ed,None,Law,International,87,0,None,1,1,143.64,50.91,21.68,8.46,499.43,187.62,678.25,0,1,Monorail
2040,25,2015,Alive,Female,Mechatronics,348073,R7,Apartment,25411073803037,Married,2,Graduate/Post-Graduate,Higher Ed,None,Mechatronics,Private,86,0,None,1,1,143.64,50.91,21.68,8.46,499.43,187.62,678.25,0,1,Public Bus
2040,21,2019,Alive,Male,Renewable Energy Engineering,362375,R4,Villa,31451123714223,Married,5,Graduate/Post-Graduate,Higher Ed,None,Renewable Energy Engineering,National,85,0,None,0,1,271.95,9.74,32.21,14.47,177.82,178.04,374.27,0,1,Monorail
2040,27,2013,Alive,Female,Medicine,242358,R4,Villa,31451123714223,Married,5,Graduate/Post-Graduate,Higher Ed,None,Medicine,Public,90,0,None,0,1,271.95,9.74,32.21,14.47,177.82,178.04,374.27,0,1,Monorail
2040,2,2038,Alive,Male,Unemployed/Student,0,R4,Villa,31451123714223,Single,5,None,None,None,None,None,98,0,None,0,1,271.95,9.74,32.21,14.47,177.82,178.04,374.27,0,1,LRT
2040,2,2038,Alive,Female,Unemployed/Student,0,R4,Villa,31451123714223,Single,5,None,None,None,None,None,87,0,None,0,1,271.95,9.74,32.21,14.47,177.82,178.04,374.27,0,1,LRT
2040,0,2040,Alive,Female,Unemployed/Student,0,R4,Villa,31451123714223,Single,5,None,None,None,None,None,89,0,None,0,1,271.95,9.74,32.21,14.47,177.82,178.04,374.27,0,1,LRT
2040,32,2008,Alive,Male,Business Administration,736319,R3,Apartment,62823274487874,Married,3,Graduate/Post-Graduate,Higher Ed,None,Business Administration,Public,94,0,None,0,1,859.79,25.17,20.37,11.48,409.87,465.93,1124.03,0,1,Public Bus
2040,24,2016,Alive,Female,Artificial Intelligence,1173153,R3,Apartment,62823274487874,Married,3,Graduate/Post-Graduate,Higher Ed,None,Artificial Intelligence,International,98,0,None,0,1,859.79,25.17,20.37,11.48,409.87,465.93,1124.03,1,1,Electric Vehicle
2040,2,2038,Alive,Female,Unemployed/Student,0,R3,Apartment,62823274487874,Single,3,None,None,None,None,None,90,0,None,0,1,859.79,25.17,20.37,11.48,409.87,465.93,1124.03,0,1,Fly Taxi
2040,27,2013,Alive,Male,Human Resources,164301,R2,Apartment,35718554612646,Married,3,Graduate/Post-Graduate,Higher Ed,None,Human Resources,International,95,0,None,0,1,406.01,40.93,19.75,12.5,592.57,295.81,835.77,0,1,Public Bus
2040,30,2010,2102,Female,Nursing,121895,R2,Apartment,35718554612646,Married,3,Graduate/Post-Graduate,Higher Ed,None,Nursing,International,85,0,None,0,1,406.01,40.93,19.75,12.5,592.57,295.81,835.77,0,0,Private Car (Combustion)
2040,6,2034,Alive,Male,Unemployed/Student,0,R2,Apartment,35718554612646,Single,3,Kindergarten,Basic,International,None,None,91,0,None,0,1,406.01,40.93,19.75,12.5,592.57,295.81,835.77,0,1,LRT
2040,25,2015,Alive,Male,Nursing,235866,R6,Apartment,24430136211530,Married,2,Graduate/Post-Graduate,Higher Ed,None,Nursing,Private,99,0,None,0,1,843.43,35.55,29.27,15.72,138.88,489.93,1216.68,1,1,Electric Vehicle
2040,23,2017,Alive,Female,Nursing,114288,R6,Apartment,24430136211530,Married,2,Graduate/Post-Graduate,Higher Ed,None,Nursing,National,96,0,None,0,1,843.43,35.55,29.27,15.72,138.88,489.93,1216.68,1,1,Electric Vehicle
2040,28,2012,Alive,Male,General Management,315322,R5,Apartment,23810261666433,Married,3,Graduate/Post-Graduate,Higher Ed,None,General Management,National,94,0,Mental Health,1,1,213.94,30.5,37.45,13.55,441.73,191.17,534.23,0,1,LRT
2040,28,2012,Alive,Female,Information Technology,541466,R5,Apartment,23810261666433,Married,3,Graduate/Post-Graduate,Higher Ed,None,Information Technology,Private,47,0,Cardiovascular Services,1,1,213.94,30.5,37.45,13.55,441.73,191.17,534.23,1,1,Electric Vehicle
2040,2,2038,Alive,Female,Unemployed/Student,0,R5,Apartment,23810261666433,Single,3,None,None,None,None,None,93,0,None,1,1,213.94,30.5,37.45,13.55,441.73,191.17,534.23,0,0,Private Car (Combustion)
2040,30,2010,Alive,Female,Renewable Energy Engineering,289168,R1,Apartment,80237547154708,Single,1,Graduate/Post-Graduate,Higher Ed,None,Renewable Energy Engineering,Public,71,0,Ophthalmology and Surgeries,0,1,921.53,25.08,41.37,11.0,185.23,492.34,1184.88,0,1,LRT
2040,33,2007,Alive,Male,Education/Teaching,204256,R1,Apartment,82662086314445,Married,4,Graduate/Post-Graduate,Higher Ed,None,Education/Teaching,Public,92,0,None,1,1,218.28,56.05,22.18,19.63,571.84,259.4,806.79,0,1,Monorail
2040,23,2017,Alive,Female,Information Technology,496935,R1,Apartment,82662086314445,Married,4,Graduate/Post-Graduate,Higher Ed,None,Information Technology,Private,85,0,None,1,1,218.28,56.05,22.18,19.63,571.84,259.4,806.79,1,1,Electric Vehicle
2040,3,2037,Alive,Female,Unemployed/Student,0,R1,Apartment,82662086314445,Single,4,None,None,None,None,None,99,0,None,1,1,218.28,56.05,22.18,19.63,571.84,259.4,806.79,0,0,Private Car (Combustion)
2040,0,2040,Alive,Male,Unemployed/Student,0,R1,Apartment,82662086314445,Single,4,None,None,None,None,None,93,0,None,1,1,218.28,56.05,22.18,19.63,571.84,259.4,806.79,0,1,Monorail
