Report_Year,Age,Year_of_Birth,Year_of_Death,Gender,Career,Income_per_Year_EGP,Residence_Site,Residence_Type,Real_Estate_ID,Marital_Status,Family_Size,Edu_Grade,Edu_Type,School_Type,University_Major,University_Type,Health_Percent,Requires_Hospital_Bed,Health_Condition,Has_Solar_System,Has_AC,Avg_Monthly_Electricity_KW,Avg_Monthly_Gas_m3,Avg_Monthly_Water_m3,Avg_Monthly_Food_Waste_kg,Avg_Monthly_Internet_GB,Carbon_Footprint_Index,Monthly_Energy_Consumption_Index,Green_Fuel_Vehicle_Owner,Public_Transit_Green_Fuel_Usage,Primary_Transport_Type
2045,28,2017,Alive,Male,Education/Teaching,97476,R4,Villa,54823284465565,Married,4,Graduate/Post-Graduate,Higher Ed,None,Education/Teaching,Private,86,0,None,1,1,118.0,40.06,21.72,20.29,552.12,183.94,538.65,0,1,LRT
2045,23,2022,Alive,Female,Education/Teaching,211942,R4,Villa,54823284465565,Married,4,Graduate/Post-Graduate,Higher Ed,None,Education/Teaching,National,88,0,None,1,1,118.0,40.06,21.72,20.29,552.12,183.94,538.65,0,1,Monorail
2045,4,2041,Alive,Female,Unemployed/Student,0,R4,Villa,54823284465565,Single,4,Kindergarten,Basic,International,None,None,94,0,None,1,1,118.0,40.06,21.72,20.29,552.12,183.94,538.65,1,1,Electric Vehicle
2045,2,2043,Alive,Male,Unemployed/Student,0,R4,Villa,54823284465565,Single,4,None,None,None,None,None,95,0,None,1,1,118.0,40.06,21.72,20.29,552.12,183.94,538.65,0,0,Private Car (Combustion)
2045,33,2012,Alive,Male,Medicine,951121,R1,Twin House,84248070723768,Married,3,Graduate/Post-Graduate,Higher Ed,None,Medicine,Private,96,0,None,0,1,637.93,24.64,31.34,8.61,93.97,357.88,896.63,1,1,Electric Vehicle
2045,25,2020,Alive,Female,Law,674101,R1,Twin House,84248070723768,Married,3,Graduate/Post-Graduate,Higher Ed,None,Law,International,86,0,None,0,1,637.93,24.64,31.34,8.61,93.97,357.88,896.63,1,1,Electric Vehicle
2045,6,2039,Alive,Male,Unemployed/Student,0,R1,Twin House,84248070723768,Single,3,Kindergarten,Basic,Public,None,None,89,0,None,0,1,637.93,24.64,31.34,8.61,93.97,357.88,896.63,1,1,Electric Vehicle
2045,29,2016,Alive,Male,Pharmacy,405589,R8,Twin House,83575233433117,Married,4,Graduate/Post-Graduate,Higher Ed,None,Pharmacy,Private,86,0,None,0,1,497.45,30.6,35.41,15.19,105.16,323.03,818.73,0,1,LRT
2045,27,2018,Alive,Female,Architecture,625486,R8,Twin House,83575233433117,Married,4,Graduate/Post-Graduate,Higher Ed,None,Architecture,Public,86,0,None,0,1,497.45,30.6,35.41,15.19,105.16,323.03,818.73,0,1,LRT
2045,8,2037,Alive,Male,Unemployed/Student,0,R8,Twin House,83575233433117,Single,4,Primary,Basic,Public,None,None,96,0,None,0,1,497.45,30.6,35.41,15.19,105.16,323.03,818.73,0,0,Private Car (Combustion)
