Report_Year,Age,Year_of_Birth,Year_of_Death,Gender,Career,Income_per_Year_EGP,Residence_Site,Residence_Type,Real_Estate_ID,Marital_Status,Family_Size,Edu_Grade,Edu_Type,School_Type,University_Major,University_Type,Health_Percent,Requires_Hospital_Bed,Health_Condition,Has_Solar_System,Has_AC,Avg_Monthly_Electricity_KW,Avg_Monthly_Gas_m3,Avg_Monthly_Water_m3,Avg_Monthly_Food_Waste_kg,Avg_Monthly_Internet_GB,Carbon_Footprint_Index,Monthly_Energy_Consumption_Index,Green_Fuel_Vehicle_Owner,Public_Transit_Green_Fuel_Usage,Primary_Transport_Type
2045,31,2014,Alive,Male,Civil Engineering,426369,R1,Villa,03323156352860,Married,3,Graduate/Post-Graduate,Higher Ed,None,Civil Engineering,National,85,0,None,1,1,217.55,46.68,38.56,14.69,730.95,227.99,707.7,0,1,Public Bus
2045,26,2019,Alive,Female,Software Engineering,436123,R1,Villa,03323156352860,Married,3,Graduate/Post-Graduate,Higher Ed,None,Software Engineering,International,95,0,None,1,1,217.55,46.68,38.56,14.69,730.95,227.99,707.7,0,1,Public Bus
2045,4,2041,Alive,Male,Unemployed/Student,0,R1,Villa,03323156352860,Single,3,Kindergarten,Basic,Public,None,None,89,0,None,1,1,217.55,46.68,38.56,14.69,730.95,227.99,707.7,0,1,LRT
2045,24,2021,Alive,Female,Nursing,81584,R4,Apartment,46605382268082,Single,1,Graduate/Post-Graduate,Higher Ed,None,Nursing,Private,96,0,None,0,1,693.43,28.33,32.33,14.5,551.21,404.95,990.91,0,1,Monorail
2045,30,2015,Alive,Male,Business Administration,204704,R1,Villa,45662178345202,Married,3,Graduate/Post-Graduate,Higher Ed,None,Business Administration,International,97,0,None,1,1,208.33,32.89,34.81,10.55,108.62,185.9,553.68,0,1,LRT
2045,24,2021,Alive,Female,Pharmacy,96773,R1,Villa,45662178345202,Married,3,Graduate/Post-Graduate,Higher Ed,None,Pharmacy,International,67,0,Cardiovascular Services,1,1,208.33,32.89,34.81,10.55,108.62,185.9,553.68,0,1,Fly Taxi
2045,3,2042,Alive,Male,Unemployed/Student,0,R1,Villa,45662178345202,Single,3,None,None,None,None,None,93,0,None,1,1,208.33,32.89,34.81,10.55,108.62,185.9,553.68,0,1,Monorail
2045,38,2007,Alive,Male,Law,734574,R6,Twin House,16726031238180,Married,3,Graduate/Post-Graduate,Higher Ed,None,Law,Public,90,0,None,1,1,286.54,23.85,32.2,6.26,433.13,192.31,536.99,0,1,Public Bus
2045,23,2022,Alive,Female,Digital Marketing,224823,R6,Twin House,16726031238180,Married,3,Graduate/Post-Graduate,Higher Ed,None,Digital Marketing,National,96,0,None,1,1,286.54,23.85,32.2,6.26,433.13,192.31,536.99,0,1,Public Bus
2045,4,2041,Alive,Female,Unemployed/Student,0,R6,Twin House,16726031238180,Single,3,Kindergarten,Basic,International,None,None,96,0,None,1,1,286.54,23.85,32.2,6.26,433.13,192.31,536.99,0,1,Public Bus
