Report_Year,Age,Year_of_Birth,Year_of_Death,Gender,Career,Income_per_Year_EGP,Residence_Site,Residence_Type,Real_Estate_ID,Marital_Status,Family_Size,Edu_Grade,Edu_Type,School_Type,University_Major,University_Type,Health_Percent,Requires_Hospital_Bed,Health_Condition,Has_Solar_System,Has_AC,Avg_Monthly_Electricity_KW,Avg_Monthly_Gas_m3,Avg_Monthly_Water_m3,Avg_Monthly_Food_Waste_kg,Avg_Monthly_Internet_GB,Carbon_Footprint_Index,Monthly_Energy_Consumption_Index,Green_Fuel_Vehicle_Owner,Public_Transit_Green_Fuel_Usage,Primary_Transport_Type
2030,32,1998,Alive,Male,Mechatronics,685271,R1,Apartment,08884068673625,Married,3,Graduate/Post-Graduate,Higher Ed,None,Mechatronics,Private,85,0,None,1,1,226.16,38.95,22.65,5.98,516.11,194.61,635.14,0,1,Monorail
2030,22,2008,Alive,Female,Supply Chain Management,268968,R1,Apartment,08884068673625,Married,3,Graduate/Post-Graduate,Higher Ed,None,Supply Chain Management,Private,89,0,None,1,1,226.16,38.95,22.65,5.98,516.11,194.61,635.14,0,0,Private Car (Combustion)
2030,4,2026,Alive,Male,Unemployed/Student,0,R1,Apartment,08884068673625,Single,3,Kindergarten,Basic,Public,None,None,96,0,None,1,1,226.16,38.95,22.65,5.98,516.11,194.61,635.14,0,1,Monorail
2030,31,1999,Alive,Male,Nursing,289418,R6,Town House,46705723351206,Married,6,Graduate/Post-Graduate,Higher Ed,None,Nursing,National,81,0,Physical Therapy and Rehabilitation,1,1,254.94,38.9,29.43,12.57,797.52,223.94,663.34,0,1,Monorail
2030,26,2004,Alive,Female,Cybersecurity,433781,R6,Town House,46705723351206,Married,6,Graduate/Post-Graduate,Higher Ed,None,Cybersecurity,International,93,0,None,1,1,254.94,38.9,29.43,12.57,797.52,223.94,663.34,0,1,LRT
2030,0,2030,Alive,Male,Unemployed/Student,0,R6,Town House,46705723351206,Single,6,None,None,None,None,None,64,0,Ophthalmology and Surgeries,1,1,254.94,38.9,29.43,12.57,797.52,223.94,663.34,0,0,Private Car (Combustion)
2030,7,2023,Alive,Female,Unemployed/Student,0,R6,Town House,46705723351206,Single,6,Primary,Basic,International,None,None,85,0,None,1,1,254.94,38.9,29.43,12.57,797.52,223.94,663.34,0,1,Monorail
2030,0,2030,Alive,Female,Unemployed/Student,0,R6,Town House,46705723351206,Single,6,None,None,None,None,None,91,0,None,1,1,254.94,38.9,29.43,12.57,797.52,223.94,663.34,0,0,Private Car (Combustion)
2030,6,2024,Alive,Male,Unemployed/Student,0,R6,Town House,46705723351206,Single,6,Kindergarten,Basic,Public,None,None,98,0,None,1,1,254.94,38.9,29.43,12.57,797.52,223.94,663.34,0,1,Public Bus
2030,28,2002,Alive,Male,Digital Marketing,185870,R8,Villa,31480144446168,Married,4,Graduate/Post-Graduate,Higher Ed,None,Digital Marketing,Private,90,0,None,1,1,168.98,26.88,22.25,16.63,233.61,171.36,451.19,1,1,Electric Vehicle
2030,21,2009,Alive,Female,Data Science,864592,R8,Villa,31480144446168,Married,4,Graduate/Post-Graduate,Higher Ed,None,Data Science,International,86,0,None,1,1,168.98,26.88,22.25,16.63,233.61,171.36,451.19,1,1,Electric Vehicle
2030,2,2028,Alive,Male,Unemployed/Student,0,R8,Villa,31480144446168,Single,4,None,None,None,None,None,62,0,Mental Health,1,1,168.98,26.88,22.25,16.63,233.61,171.36,451.19,0,1,Monorail
2030,2,2028,Alive,Female,Unemployed/Student,0,R8,Villa,31480144446168,Single,4,None,None,None,None,None,98,0,None,1,1,168.98,26.88,22.25,16.63,233.61,171.36,451.19,0,1,Public Bus
2030,29,2001,Alive,Male,Accounting,124076,R2,Town House,20582728736676,Married,4,Graduate/Post-Graduate,Higher Ed,None,Accounting,Public,71,0,Specialized Medical Councils,0,1,481.1,43.68,28.83,19.63,666.59,352.93,939.74,1,1,Electric Vehicle
2030,24,2006,Alive,Female,Data Science,450434,R2,Town House,20582728736676,Married,4,Graduate/Post-Graduate,Higher Ed,None,Data Science,Public,90,0,None,0,1,481.1,43.68,28.83,19.63,666.59,352.93,939.74,0,1,Monorail
2030,4,2026,Alive,Male,Unemployed/Student,0,R2,Town House,20582728736676,Single,4,Kindergarten,Basic,Public,None,None,92,0,Ophthalmology and Surgeries,0,1,481.1,43.68,28.83,19.63,666.59,352.93,939.74,0,1,Public Bus
2030,4,2026,Alive,Male,Unemployed/Student,0,R2,Town House,20582728736676,Single,4,Kindergarten,Basic,Private,None,None,55,1,Cardiovascular Services,0,1,481.1,43.68,28.83,19.63,666.59,352.93,939.74,0,0,Private Car (Combustion)
