Report_Year,Age,Year_of_Birth,Year_of_Death,Gender,Career,Income_per_Year_EGP,Residence_Site,Residence_Type,Real_Estate_ID,Marital_Status,Family_Size,Edu_Grade,Edu_Type,School_Type,University_Major,University_Type,Health_Percent,Requires_Hospital_Bed,Health_Condition,Has_Solar_System,Has_AC,Avg_Monthly_Electricity_KW,Avg_Monthly_Gas_m3,Avg_Monthly_Water_m3,Avg_Monthly_Food_Waste_kg,Avg_Monthly_Internet_GB,Carbon_Footprint_Index,Monthly_Energy_Consumption_Index,Green_Fuel_Vehicle_Owner,Public_Transit_Green_Fuel_Usage,Primary_Transport_Type
2050,29,2021,Alive,Male,Medicine,457306,R7,Apartment,47241322812615,Married,4,Graduate/Post-Graduate,Higher Ed,None,Medicine,National,86,0,Cardiovascular Services,1,1,96.03,45.36,34.46,15.96,536.85,173.83,572.29,0,1,LRT
2050,22,2028,Alive,Female,Supply Chain Management,420758,R7,Apartment,47241322812615,Married,4,Graduate/Post-Graduate,Higher Ed,None,Supply Chain Management,National,96,0,None,1,1,96.03,45.36,34.46,15.96,536.85,173.83,572.29,0,0,Private Car (Combustion)
2050,0,2050,Alive,Male,Unemployed/Student,0,R7,Apartment,47241322812615,Single,4,None,None,None,None,None,85,0,None,1,1,96.03,45.36,34.46,15.96,536.85,173.83,572.29,0,0,Private Car (Combustion)
2050,4,2046,Alive,Female,Unemployed/Student,0,R7,Apartment,47241322812615,Single,4,Kindergarten,Basic,Private,None,None,90,0,None,1,1,96.03,45.36,34.46,15.96,536.85,173.83,572.29,0,1,Monorail
2050,31,2019,Alive,Male,Economics,172290,R4,Apartment,13176671142351,Married,3,Graduate/Post-Graduate,Higher Ed,None,Economics,National,94,0,None,1,1,300.02,36.74,25.59,14.53,643.49,244.83,685.83,0,1,Monorail
2050,25,2025,Alive,Female,Software Engineering,681375,R4,Apartment,13176671142351,Married,3,Graduate/Post-Graduate,Higher Ed,None,Software Engineering,National,93,0,None,1,1,300.02,36.74,25.59,14.53,643.49,244.83,685.83,0,1,Public Bus
2050,5,2045,Alive,Female,Unemployed/Student,0,R4,Apartment,13176671142351,Single,3,Kindergarten,Basic,Private,None,None,67,0,Mental Health,1,1,300.02,36.74,25.59,14.53,643.49,244.83,685.83,0,0,Private Car (Combustion)
2050,36,2014,Alive,Male,Cybersecurity,890220,R1,Villa,60116655080510,Married,4,Graduate/Post-Graduate,Higher Ed,None,Cybersecurity,Public,90,0,None,1,1,186.01,34.6,39.22,15.71,605.26,192.17,549.26,0,1,Monorail
2050,22,2028,Alive,Female,Nursing,160913,R1,Villa,60116655080510,Married,4,Graduate/Post-Graduate,Higher Ed,None,Nursing,International,90,0,Mental Health,1,1,186.01,34.6,39.22,15.71,605.26,192.17,549.26,1,1,Electric Vehicle
2050,1,2049,Alive,Male,Unemployed/Student,0,R1,Villa,60116655080510,Single,4,None,None,None,None,None,90,0,None,1,1,186.01,34.6,39.22,15.71,605.26,192.17,549.26,1,1,Electric Vehicle
