Report_Year,Age,Year_of_Birth,Year_of_Death,Gender,Career,Income_per_Year_EGP,Residence_Site,Residence_Type,Real_Estate_ID,Marital_Status,Family_Size,Edu_Grade,Edu_Type,School_Type,University_Major,University_Type,Health_Percent,Requires_Hospital_Bed,Health_Condition,Has_Solar_System,Has_AC,Avg_Monthly_Electricity_KW,Avg_Monthly_Gas_m3,Avg_Monthly_Water_m3,Avg_Monthly_Food_Waste_kg,Avg_Monthly_Internet_GB,Carbon_Footprint_Index,Monthly_Energy_Consumption_Index,Green_Fuel_Vehicle_Owner,Public_Transit_Green_Fuel_Usage,Primary_Transport_Type
2035,32,2003,2082,Male,Information Technology,519563,R8,Villa,80458475438212,Married,2,Graduate/Post-Graduate,Higher Ed,None,Information Technology,Private,97,0,None,0,1,730.14,43.41,39.41,22.13,492.38,470.71,1186.0,0,1,Public Bus
2035,27,2008,Alive,Female,Accounting,336414,R8,Villa,80458475438212,Married,2,Graduate/Post-Graduate,Higher Ed,None,Accounting,Public,99,0,None,0,1,730.14,43.41,39.41,22.13,492.38,470.71,1186.0,0,1,Monorail
2035,28,2007,Alive,Male,Economics,409675,R7,Villa,05732356871578,Married,4,Graduate/Post-Graduate,Higher Ed,None,Economics,Private,92,0,None,0,1,700.65,36.24,30.83,9.62,289.93,411.82,1081.16,1,1,Electric Vehicle
2035,24,2011,Alive,Female,Medicine,751983,R7,Villa,05732356871578,Married,4,Graduate/Post-Graduate,Higher Ed,None,Medicine,Private,87,0,None,0,1,700.65,36.24,30.83,9.62,289.93,411.82,1081.16,1,1,Electric Vehicle
2035,0,2035,Alive,Male,Unemployed/Student,0,R7,Villa,05732356871578,Single,4,None,None,None,None,None,65,0,Specialized Dentistry,0,1,700.65,36.24,30.83,9.62,289.93,411.82,1081.16,0,1,Monorail
2035,5,2030,Alive,Male,Unemployed/Student,0,R7,Villa,05732356871578,Single,4,Kindergarten,Basic,International,None,None,84,0,Specialized Dentistry,0,1,700.65,36.24,30.83,9.62,289.93,411.82,1081.16,0,1,Public Bus
2035,31,2004,2064,Male,Economics,226971,R2,Apartment,26325122868748,Married,4,Graduate/Post-Graduate,Higher Ed,None,Economics,National,59,0,Ophthalmology and Surgeries,0,1,567.61,34.11,13.02,12.13,417.65,353.99,925.81,0,1,LRT
2035,23,2012,Alive,Female,Medicine,582508,R2,Apartment,26325122868748,Married,4,Graduate/Post-Graduate,Higher Ed,None,Medicine,National,94,0,None,0,1,567.61,34.11,13.02,12.13,417.65,353.99,925.81,0,0,Private Car (Combustion)
2035,1,2034,Alive,Female,Unemployed/Student,0,R2,Apartment,26325122868748,Single,4,None,None,None,None,None,58,0,Physical Therapy and Rehabilitation,0,1,567.61,34.11,13.02,12.13,417.65,353.99,925.81,0,1,LRT
2035,4,2031,Alive,Female,Unemployed/Student,0,R2,Apartment,26325122868748,Single,4,Kindergarten,Basic,Private,None,None,94,0,None,0,1,567.61,34.11,13.02,12.13,417.65,353.99,925.81,0,1,Monorail
2035,29,2006,Alive,Male,Medicine,225916,R4,Apartment,05070557710355,Married,5,Graduate/Post-Graduate,Higher Ed,None,Medicine,International,89,0,None,0,1,849.86,46.76,45.08,7.08,255.74,493.65,1340.83,0,1,Public Bus
2035,25,2010,Alive,Female,Nursing,179103,R4,Apartment,05070557710355,Married,5,Graduate/Post-Graduate,Higher Ed,None,Nursing,Private,40,0,Mental Health,0,1,849.86,46.76,45.08,7.08,255.74,493.65,1340.83,0,1,LRT
2035,2,2033,Alive,Male,Unemployed/Student,0,R4,Apartment,05070557710355,Single,5,None,None,None,None,None,91,0,None,0,1,849.86,46.76,45.08,7.08,255.74,493.65,1340.83,0,1,LRT
2035,6,2029,Alive,Female,Unemployed/Student,0,R4,Apartment,05070557710355,Single,5,Kindergarten,Basic,Public,None,None,98,0,None,0,1,849.86,46.76,45.08,7.08,255.74,493.65,1340.83,0,1,Public Bus
2035,4,2031,Alive,Female,Unemployed/Student,0,R4,Apartment,05070557710355,Single,5,Kindergarten,Basic,Private,None,None,97,0,None,0,1,849.86,46.76,45.08,7.08,255.74,493.65,1340.83,0,1,Monorail
