Report_Year,Age,Year_of_Birth,Year_of_Death,Gender,Career,Income_per_Year_EGP,Residence_Site,Residence_Type,Real_Estate_ID,Marital_Status,Family_Size,Edu_Grade,Edu_Type,School_Type,University_Major,University_Type,Health_Percent,Requires_Hospital_Bed,Health_Condition,Has_Solar_System,Has_AC,Avg_Monthly_Electricity_KW,Avg_Monthly_Gas_m3,Avg_Monthly_Water_m3,Avg_Monthly_Food_Waste_kg,Avg_Monthly_Internet_GB,Carbon_Footprint_Index,Monthly_Energy_Consumption_Index,Green_Fuel_Vehicle_Owner,Public_Transit_Green_Fuel_Usage,Primary_Transport_Type
2030,34,1996,2076,Male,Human Resources,287966,R3,Apartment,20437582020662,Married,3,Graduate/Post-Graduate,Higher Ed,None,Human Resources,National,88,0,None,1,1,156.35,43.23,47.12,13.26,740.1,189.98,610.28,1,1,Electric Vehicle
2030,24,2006,Alive,Female,Nursing,299024,R3,Apartment,20437582020662,Married,3,Graduate/Post-Graduate,Higher Ed,None,Nursing,National,70,0,Mental Health,1,1,156.35,43.23,47.12,13.26,740.1,189.98,610.28,0,1,Monorail
2030,6,2024,Alive,Female,Unemployed/Student,0,R3,Apartment,20437582020662,Single,3,Kindergarten,Basic,Public,None,None,47,0,Physical Therapy and Rehabilitation,1,1,156.35,43.23,47.12,13.26,740.1,189.98,610.28,1,1,Electric Vehicle
2030,30,2000,Alive,Male,Economics,161959,R8,Apartment,05607541504824,Married,4,Graduate/Post-Graduate,Higher Ed,None,Economics,International,87,0,None,1,1,215.01,13.07,26.02,16.43,313.26,163.97,352.2,1,1,Electric Vehicle
2030,24,2006,Alive,Female,Accounting,391965,R8,Apartment,05607541504824,Married,4,Graduate/Post-Graduate,Higher Ed,None,Accounting,National,96,0,None,1,1,215.01,13.07,26.02,16.43,313.26,163.97,352.2,0,0,Private Car (Combustion)
2030,3,2027,Alive,Female,Unemployed/Student,0,R8,Apartment,05607541504824,Single,4,None,None,None,None,None,99,0,None,1,1,215.01,13.07,26.02,16.43,313.26,163.97,352.2,0,1,LRT
2030,2,2028,Alive,Female,Unemployed/Student,0,R8,Apartment,05607541504824,Single,4,None,None,None,None,None,64,0,Specialized Dentistry,1,1,215.01,13.07,26.02,16.43,313.26,163.97,352.2,0,1,Fly Taxi
2030,31,1999,Alive,Male,General Management,860004,R2,Villa,60456263128035,Married,4,Graduate/Post-Graduate,Higher Ed,None,General Management,National,87,0,None,0,1,836.52,36.48,39.33,25.27,669.21,512.57,1219.58,0,1,LRT
2030,26,2004,Alive,Female,Education/Teaching,130278,R2,Villa,60456263128035,Married,4,Graduate/Post-Graduate,Higher Ed,None,Education/Teaching,Public,97,0,None,0,1,836.52,36.48,39.33,25.27,669.21,512.57,1219.58,1,1,Electric Vehicle
2030,6,2024,Alive,Male,Unemployed/Student,0,R2,Villa,60456263128035,Single,4,Kindergarten,Basic,Public,None,None,89,0,None,0,1,836.52,36.48,39.33,25.27,669.21,512.57,1219.58,1,1,Electric Vehicle
2030,2,2028,Alive,Male,Unemployed/Student,0,R2,Villa,60456263128035,Single,4,None,None,None,None,None,97,0,None,0,1,836.52,36.48,39.33,25.27,669.21,512.57,1219.58,0,1,Monorail
2030,36,1994,Alive,Male,Data Science,875966,R6,Apartment,16262418236886,Married,4,Graduate/Post-Graduate,Higher Ed,None,Data Science,International,91,0,None,0,1,449.24,35.47,26.61,25.23,559.49,336.17,821.7,0,1,LRT
2030,23,2007,Alive,Female,Nursing,229178,R6,Apartment,16262418236886,Married,4,Graduate/Post-Graduate,Higher Ed,None,Nursing,Public,90,0,Ophthalmology and Surgeries,0,1,449.24,35.47,26.61,25.23,559.49,336.17,821.7,0,1,Monorail
2030,3,2027,Alive,Female,Unemployed/Student,0,R6,Apartment,16262418236886,Single,4,None,None,None,None,None,81,0,Physical Therapy and Rehabilitation,0,1,449.24,35.47,26.61,25.23,559.49,336.17,821.7,0,1,Public Bus
2030,2,2028,Alive,Female,Unemployed/Student,0,R6,Apartment,16262418236886,Single,4,None,None,None,None,None,92,0,None,0,1,449.24,35.47,26.61,25.23,559.49,336.17,821.7,1,1,Electric Vehicle
2030,35,1995,Alive,Male,Medicine,277076,R6,Twin House,56323755281035,Married,2,Graduate/Post-Graduate,Higher Ed,None,Medicine,National,98,0,None,1,1,218.83,61.9,19.0,22.78,790.47,279.23,868.82,1,1,Electric Vehicle
2030,25,2005,Alive,Female,Architecture,214984,R6,Twin House,56323755281035,Married,2,Graduate/Post-Graduate,Higher Ed,None,Architecture,Public,98,0,None,1,1,218.83,61.9,19.0,22.78,790.47,279.23,868.82,0,1,LRT
2030,35,1995,Alive,Male,Economics,126628,R7,Apartment,05373062577075,Married,2,Graduate/Post-Graduate,Higher Ed,None,Economics,International,92,0,None,0,1,647.83,34.53,30.01,15.39,547.62,399.07,1010.4,0,1,LRT
2030,27,2003,Alive,Female,Supply Chain Management,443572,R7,Apartment,05373062577075,Married,2,Graduate/Post-Graduate,Higher Ed,None,Supply Chain Management,International,99,0,None,0,1,647.83,34.53,30.01,15.39,547.62,399.07,1010.4,0,0,Private Car (Combustion)
2030,32,1998,Alive,Male,Architecture,747410,R5,Apartment,80652578636354,Married,4,Graduate/Post-Graduate,Higher Ed,None,Architecture,International,93,0,None,0,0,153.06,31.88,23.44,16.31,288.66,173.4,487.81,0,0,Private Car (Combustion)
2030,25,2005,Alive,Female,Mechatronics,454860,R5,Apartment,80652578636354,Married,4,Graduate/Post-Graduate,Higher Ed,None,Mechatronics,Public,94,0,None,0,0,153.06,31.88,23.44,16.31,288.66,173.4,487.81,1,1,Electric Vehicle
2030,6,2024,Alive,Female,Unemployed/Student,0,R5,Apartment,80652578636354,Single,4,Kindergarten,Basic,Private,None,None,99,0,None,0,0,153.06,31.88,23.44,16.31,288.66,173.4,487.81,1,1,Electric Vehicle
2030,5,2025,Alive,Female,Unemployed/Student,0,R5,Apartment,80652578636354,Single,4,Kindergarten,Basic,Public,None,None,95,0,None,0,0,153.06,31.88,23.44,16.31,288.66,173.4,487.81,0,0,Private Car (Combustion)
2030,30,2000,Alive,Male,Graphic Design,389456,R4,Villa,58734211102405,Married,2,Graduate/Post-Graduate,Higher Ed,None,Graphic Design,Public,99,0,None,0,1,552.14,15.01,47.09,8.92,166.14,300.8,709.77,1,1,Electric Vehicle
2030,25,2005,Alive,Female,Artificial Intelligence,1286257,R4,Villa,58734211102405,Married,2,Graduate/Post-Graduate,Higher Ed,None,Artificial Intelligence,Private,87,0,None,0,1,552.14,15.01,47.09,8.92,166.14,300.8,709.77,1,1,Electric Vehicle
2030,28,2002,Alive,Male,Information Technology,235895,R6,Villa,33218470748364,Married,4,Graduate/Post-Graduate,Higher Ed,None,Information Technology,International,80,1,Cardiovascular Services,1,1,116.92,37.96,18.73,7.03,551.34,146.13,515.54,0,1,LRT
2030,24,2006,Alive,Female,Education/Teaching,104328,R6,Villa,33218470748364,Married,4,Graduate/Post-Graduate,Higher Ed,None,Education/Teaching,National,89,0,None,1,1,116.92,37.96,18.73,7.03,551.34,146.13,515.54,0,1,LRT
2030,0,2030,Alive,Male,Unemployed/Student,0,R6,Villa,33218470748364,Single,4,None,None,None,None,None,92,0,None,1,1,116.92,37.96,18.73,7.03,551.34,146.13,515.54,0,0,Private Car (Combustion)
2030,5,2025,Alive,Male,Unemployed/Student,0,R6,Villa,33218470748364,Single,4,Kindergarten,Basic,Public,None,None,88,0,None,1,1,116.92,37.96,18.73,7.03,551.34,146.13,515.54,0,1,Monorail
2030,34,1996,Alive,Male,Supply Chain Management,516774,R3,Apartment,80285640211121,Married,3,Graduate/Post-Graduate,Higher Ed,None,Supply Chain Management,Private,87,0,None,1,1,195.12,39.64,42.71,18.44,598.4,213.18,611.36,0,0,Private Car (Combustion)
2030,26,2004,Alive,Female,Architecture,198145,R3,Apartment,80285640211121,Married,3,Graduate/Post-Graduate,Higher Ed,None,Architecture,International,92,0,None,1,1,195.12,39.64,42.71,18.44,598.4,213.18,611.36,0,1,Public Bus
2030,2,2028,Alive,Male,Unemployed/Student,0,R3,Apartment,80285640211121,Single,3,None,None,None,None,None,88,0,None,1,1,195.12,39.64,42.71,18.44,598.4,213.18,611.36,0,1,LRT
2030,30,2000,Alive,Male,Data Science,788291,R6,Twin House,27323635375354,Married,4,Graduate/Post-Graduate,Higher Ed,None,Data Science,Public,84,1,Oncology Services,0,1,579.04,29.15,37.62,15.03,453.07,356.44,885.08,0,1,Monorail
2030,24,2006,Alive,Female,Pharmacy,208803,R6,Twin House,27323635375354,Married,4,Graduate/Post-Graduate,Higher Ed,None,Pharmacy,Public,88,0,None,0,1,579.04,29.15,37.62,15.03,453.07,356.44,885.08,0,1,Fly Taxi
2030,4,2026,Alive,Female,Unemployed/Student,0,R6,Twin House,27323635375354,Single,4,Kindergarten,Basic,Private,None,None,91,0,None,0,1,579.04,29.15,37.62,15.03,453.07,356.44,885.08,1,1,Electric Vehicle
2030,0,2030,Alive,Male,Unemployed/Student,0,R6,Twin House,27323635375354,Single,4,None,None,None,None,None,93,0,None,0,1,579.04,29.15,37.62,15.03,453.07,356.44,885.08,0,1,Monorail
2030,40,1990,Alive,Male,Information Technology,746389,R4,Twin House,04622087223217,Married,2,Graduate/Post-Graduate,Higher Ed,None,Information Technology,International,90,0,None,0,1,675.15,28.8,32.47,4.39,522.7,372.39,977.59,0,1,LRT
2030,27,2003,Alive,Female,Renewable Energy Engineering,833778,R4,Twin House,04622087223217,Married,2,Graduate/Post-Graduate,Higher Ed,None,Renewable Energy Engineering,Public,86,0,None,0,1,675.15,28.8,32.47,4.39,522.7,372.39,977.59,0,1,LRT
2030,34,1996,Alive,Male,Renewable Energy Engineering,773204,R4,Villa,07473670152765,Married,3,Graduate/Post-Graduate,Higher Ed,None,Renewable Energy Engineering,Public,97,0,None,1,1,212.16,29.49,36.31,16.01,198.76,194.49,521.85,0,1,Public Bus
2030,27,2003,Alive,Female,Graphic Design,373564,R4,Villa,07473670152765,Married,3,Graduate/Post-Graduate,Higher Ed,None,Graphic Design,Private,85,0,None,1,1,212.16,29.49,36.31,16.01,198.76,194.49,521.85,0,1,Public Bus
2030,8,2022,Alive,Male,Unemployed/Student,0,R4,Villa,07473670152765,Single,3,Primary,Basic,Private,None,None,93,0,None,1,1,212.16,29.49,36.31,16.01,198.76,194.49,521.85,0,1,LRT
2030,28,2002,Alive,Male,Renewable Energy Engineering,311590,R4,Apartment,88234378714134,Married,6,Graduate/Post-Graduate,Higher Ed,None,Renewable Energy Engineering,Private,99,0,None,0,1,610.55,13.65,37.11,22.45,507.61,358.17,753.85,0,1,Public Bus
2030,27,2003,Alive,Female,Digital Marketing,382439,R4,Apartment,88234378714134,Married,6,Graduate/Post-Graduate,Higher Ed,None,Digital Marketing,Private,87,0,None,0,1,610.55,13.65,37.11,22.45,507.61,358.17,753.85,0,0,Private Car (Combustion)
2030,7,2023,Alive,Female,Unemployed/Student,0,R4,Apartment,88234378714134,Single,6,Primary,Basic,Public,None,None,87,0,None,0,1,610.55,13.65,37.11,22.45,507.61,358.17,753.85,0,1,Monorail
2030,2,2028,Alive,Male,Unemployed/Student,0,R4,Apartment,88234378714134,Single,6,None,None,None,None,None,92,0,None,0,1,610.55,13.65,37.11,22.45,507.61,358.17,753.85,1,1,Electric Vehicle
2030,8,2022,Alive,Female,Unemployed/Student,0,R4,Apartment,88234378714134,Single,6,Primary,Basic,Public,None,None,91,0,Physical Therapy and Rehabilitation,0,1,610.55,13.65,37.11,22.45,507.61,358.17,753.85,1,1,Electric Vehicle
2030,6,2024,Alive,Female,Unemployed/Student,0,R4,Apartment,88234378714134,Single,6,Kindergarten,Basic,Private,None,None,92,0,None,0,1,610.55,13.65,37.11,22.45,507.61,358.17,753.85,0,0,Private Car (Combustion)
2030,31,1999,Alive,Male,Graphic Design,359931,R5,Twin House,12313478652014,Married,4,Graduate/Post-Graduate,Higher Ed,None,Graphic Design,International,90,0,None,1,1,275.92,31.51,25.24,9.46,783.47,210.84,606.74,1,1,Electric Vehicle
2030,25,2005,Alive,Female,Medicine,994152,R5,Twin House,12313478652014,Married,4,Graduate/Post-Graduate,Higher Ed,None,Medicine,Public,87,0,None,1,1,275.92,31.51,25.24,9.46,783.47,210.84,606.74,0,1,Monorail
2030,0,2030,Alive,Male,Unemployed/Student,0,R5,Twin House,12313478652014,Single,4,None,None,None,None,None,99,0,None,1,1,275.92,31.51,25.24,9.46,783.47,210.84,606.74,0,1,Fly Taxi
2030,0,2030,Alive,Female,Unemployed/Student,0,R5,Twin House,12313478652014,Single,4,None,None,None,None,None,63,0,Specialized Dentistry,1,1,275.92,31.51,25.24,9.46,783.47,210.84,606.74,0,0,Private Car (Combustion)
2030,28,2002,Alive,Male,Data Science,514892,R3,Apartment,30650853851860,Married,5,Graduate/Post-Graduate,Higher Ed,None,Data Science,National,89,0,Mental Health,0,1,755.28,34.6,42.83,14.71,214.77,445.85,1118.58,0,1,Monorail
2030,25,2005,Alive,Female,Economics,138843,R3,Apartment,30650853851860,Married,5,Graduate/Post-Graduate,Higher Ed,None,Economics,Public,80,0,Specialized Dentistry,0,1,755.28,34.6,42.83,14.71,214.77,445.85,1118.58,1,1,Electric Vehicle
2030,4,2026,Alive,Male,Unemployed/Student,0,R3,Apartment,30650853851860,Single,5,Kindergarten,Basic,Private,None,None,62,0,Oncology Services,0,1,755.28,34.6,42.83,14.71,214.77,445.85,1118.58,1,1,Electric Vehicle
2030,6,2024,Alive,Male,Unemployed/Student,0,R3,Apartment,30650853851860,Single,5,Kindergarten,Basic,Private,None,None,92,0,None,0,1,755.28,34.6,42.83,14.71,214.77,445.85,1118.58,0,1,LRT
2030,3,2027,Alive,Female,Unemployed/Student,0,R3,Apartment,30650853851860,Single,5,None,None,None,None,None,98,0,None,0,1,755.28,34.6,42.83,14.71,214.77,445.85,1118.58,0,0,Private Car (Combustion)
2030,31,1999,Alive,Male,Artificial Intelligence,1099942,R2,Apartment,07363487363382,Married,2,Graduate/Post-Graduate,Higher Ed,None,Artificial Intelligence,National,96,0,None,1,1,210.13,27.7,28.01,17.37,568.47,193.39,500.99,0,1,LRT
2030,23,2007,Alive,Female,Accounting,224930,R2,Apartment,07363487363382,Married,2,Graduate/Post-Graduate,Higher Ed,None,Accounting,National,97,0,None,1,1,210.13,27.7,28.01,17.37,568.47,193.39,500.99,0,1,Monorail
