Report_Year,Age,Year_of_Birth,Year_of_Death,Gender,Career,Income_per_Year_EGP,Residence_Site,Residence_Type,Real_Estate_ID,Marital_Status,Family_Size,Edu_Grade,Edu_Type,School_Type,University_Major,University_Type,Health_Percent,Requires_Hospital_Bed,Health_Condition,Has_Solar_System,Has_AC,Avg_Monthly_Electricity_KW,Avg_Monthly_Gas_m3,Avg_Monthly_Water_m3,Avg_Monthly_Food_Waste_kg,Avg_Monthly_Internet_GB,Carbon_Footprint_Index,Monthly_Energy_Consumption_Index,Green_Fuel_Vehicle_Owner,Public_Transit_Green_Fuel_Usage,Primary_Transport_Type
2025,34,1991,Alive,Male,Pharmacy,156229,R8,Apartment,67876577243848,Married,4,Graduate/Post-Graduate,Higher Ed,None,Pharmacy,Public,96,0,None,0,1,548.78,42.31,29.78,9.31,449.19,354.83,992.98,0,1,LRT
2025,22,2003,Alive,Female,Economics,122227,R8,Apartment,67876577243848,Married,4,Graduate/Post-Graduate,Higher Ed,None,Economics,National,86,0,None,0,1,548.78,42.31,29.78,9.31,449.19,354.83,992.98,0,1,LRT
2025,4,2021,Alive,Female,Unemployed/Student,0,R8,Apartment,67876577243848,Single,4,Kindergarten,Basic,Public,None,None,89,0,Specialized Dentistry,0,1,548.78,42.31,29.78,9.31,449.19,354.83,992.98,1,1,Electric Vehicle
2025,4,2021,Alive,Female,Unemployed/Student,0,R8,Apartment,67876577243848,Single,4,Kindergarten,Basic,Public,None,None,95,0,None,0,1,548.78,42.31,29.78,9.31,449.19,354.83,992.98,0,0,Private Car (Combustion)
2025,31,1994,Alive,Male,Information Technology,143899,R4,Apartment,07745634258123,Married,2,Graduate/Post-Graduate,Higher Ed,None,Information Technology,Public,90,0,None,1,1,266.73,24.94,30.19,8.81,411.45,191.92,528.57,1,1,Electric Vehicle
2025,26,1999,Alive,Female,Software Engineering,632682,R4,Apartment,07745634258123,Married,2,Graduate/Post-Graduate,Higher Ed,None,Software Engineering,Public,85,0,None,1,1,266.73,24.94,30.19,8.81,411.45,191.92,528.57,0,0,Private Car (Combustion)
2025,29,1996,Alive,Male,Architecture,609174,R4,Town House,44268865484584,Married,3,Graduate/Post-Graduate,Higher Ed,None,Architecture,National,85,0,None,0,1,572.36,28.53,23.99,23.1,627.11,372.38,871.96,0,1,LRT
2025,25,2000,Alive,Female,Education/Teaching,204679,R4,Town House,44268865484584,Married,3,Graduate/Post-Graduate,Higher Ed,None,Education/Teaching,International,89,0,None,0,1,572.36,28.53,23.99,23.1,627.11,372.38,871.96,0,0,Private Car (Combustion)
2025,6,2019,Alive,Female,Unemployed/Student,0,R4,Town House,44268865484584,Single,3,Kindergarten,Basic,Private,None,None,86,0,None,0,1,572.36,28.53,23.99,23.1,627.11,372.38,871.96,0,1,Monorail
2025,32,1993,Alive,Male,Supply Chain Management,687421,R1,Apartment,04325762860306,Married,2,Graduate/Post-Graduate,Higher Ed,None,Supply Chain Management,Public,92,0,Specialized Dentistry,0,1,433.84,29.01,34.08,17.07,553.34,295.92,738.44,0,1,Public Bus
2025,28,1997,Alive,Female,Civil Engineering,242502,R1,Apartment,04325762860306,Married,2,Graduate/Post-Graduate,Higher Ed,None,Civil Engineering,International,95,0,None,0,1,433.84,29.01,34.08,17.07,553.34,295.92,738.44,1,1,Electric Vehicle
2025,29,1996,Alive,Male,Economics,421616,R2,Town House,20564148012118,Married,3,Graduate/Post-Graduate,Higher Ed,None,Economics,Public,50,0,Physical Therapy and Rehabilitation,0,1,629.3,40.19,49.47,17.37,599.85,406.99,1051.29,1,1,Electric Vehicle
2025,24,2001,Alive,Female,Supply Chain Management,372944,R2,Town House,20564148012118,Married,3,Graduate/Post-Graduate,Higher Ed,None,Supply Chain Management,Public,95,0,None,0,1,629.3,40.19,49.47,17.37,599.85,406.99,1051.29,0,1,Fly Taxi
2025,1,2024,Alive,Male,Unemployed/Student,0,R2,Town House,20564148012118,Single,3,None,None,None,None,None,58,0,Ophthalmology and Surgeries,0,1,629.3,40.19,49.47,17.37,599.85,406.99,1051.29,1,1,Electric Vehicle
2025,28,1997,Alive,Male,Digital Marketing,473846,R5,Studio,46331246448680,Married,2,Graduate/Post-Graduate,Higher Ed,None,Digital Marketing,Private,43,0,Physical Therapy and Rehabilitation,1,1,285.16,33.1,35.53,12.85,401.08,226.65,632.68,0,1,Fly Taxi
2025,26,1999,Alive,Female,Business Administration,668808,R5,Studio,46331246448680,Married,2,Graduate/Post-Graduate,Higher Ed,None,Business Administration,National,89,0,None,1,1,285.16,33.1,35.53,12.85,401.08,226.65,632.68,0,1,Public Bus
2025,34,1991,Alive,Male,Medicine,622118,R6,Apartment,03124872568607,Married,4,Graduate/Post-Graduate,Higher Ed,None,Medicine,International,93,0,None,1,0,76.45,21.01,21.76,5.62,292.9,90.48,297.07,0,1,LRT
2025,23,2002,Alive,Female,Data Science,796660,R6,Apartment,03124872568607,Married,4,Graduate/Post-Graduate,Higher Ed,None,Data Science,Private,85,0,None,1,0,76.45,21.01,21.76,5.62,292.9,90.48,297.07,1,1,Electric Vehicle
2025,4,2021,Alive,Male,Unemployed/Student,0,R6,Apartment,03124872568607,Single,4,Kindergarten,Basic,Private,None,None,88,0,None,1,0,76.45,21.01,21.76,5.62,292.9,90.48,297.07,0,1,Public Bus
2025,3,2022,Alive,Female,Unemployed/Student,0,R6,Apartment,03124872568607,Single,4,None,None,None,None,None,57,0,Ophthalmology and Surgeries,1,0,76.45,21.01,21.76,5.62,292.9,90.48,297.07,0,1,LRT
2025,31,1994,Alive,Male,Architecture,750081,R2,Twin House,51364311374423,Married,2,Graduate/Post-Graduate,Higher Ed,None,Architecture,International,92,0,None,1,1,266.38,21.0,32.76,15.99,771.2,201.84,486.89,0,1,Monorail
2025,27,1998,Alive,Female,Education/Teaching,114261,R2,Twin House,51364311374423,Married,2,Graduate/Post-Graduate,Higher Ed,None,Education/Teaching,International,70,0,Ophthalmology and Surgeries,1,1,266.38,21.0,32.76,15.99,771.2,201.84,486.89,1,1,Electric Vehicle
2025,32,1993,Alive,Male,Pharmacy,175397,R8,Apartment,20001661122004,Married,3,Graduate/Post-Graduate,Higher Ed,None,Pharmacy,National,91,0,None,0,1,619.55,31.58,27.49,17.25,618.13,385.08,951.16,1,1,Electric Vehicle
2025,23,2002,Alive,Female,Architecture,381347,R8,Apartment,20001661122004,Married,3,Graduate/Post-Graduate,Higher Ed,None,Architecture,Public,87,0,None,0,1,619.55,31.58,27.49,17.25,618.13,385.08,951.16,0,0,Private Car (Combustion)
2025,3,2022,Alive,Male,Unemployed/Student,0,R8,Apartment,20001661122004,Single,3,None,None,None,None,None,89,0,None,0,1,619.55,31.58,27.49,17.25,618.13,385.08,951.16,0,1,Monorail
2025,28,1997,Alive,Male,Supply Chain Management,199398,R5,Apartment,06774368716486,Married,4,Graduate/Post-Graduate,Higher Ed,None,Supply Chain Management,National,96,0,None,1,1,242.92,36.73,31.88,16.44,414.28,223.88,628.63,0,0,Private Car (Combustion)
2025,30,1995,Alive,Female,Accounting,228696,R5,Apartment,06774368716486,Married,4,Graduate/Post-Graduate,Higher Ed,None,Accounting,International,94,0,None,1,1,242.92,36.73,31.88,16.44,414.28,223.88,628.63,0,1,LRT
2025,6,2019,Alive,Male,Unemployed/Student,0,R5,Apartment,06774368716486,Single,4,Kindergarten,Basic,Public,None,None,96,0,None,1,1,242.92,36.73,31.88,16.44,414.28,223.88,628.63,0,1,Public Bus
2025,9,2016,Alive,Male,Unemployed/Student,0,R5,Apartment,06774368716486,Single,4,Primary,Basic,Public,None,None,89,0,None,1,1,242.92,36.73,31.88,16.44,414.28,223.88,628.63,0,1,Public Bus
2025,29,1996,Alive,Male,Graphic Design,165088,R4,Apartment,51753343744667,Married,4,Graduate/Post-Graduate,Higher Ed,None,Graphic Design,Public,99,0,None,0,1,595.48,38.07,26.18,11.47,250.94,372.78,995.17,1,1,Electric Vehicle
2025,23,2002,Alive,Female,Civil Engineering,567285,R4,Apartment,51753343744667,Married,4,Graduate/Post-Graduate,Higher Ed,None,Civil Engineering,Private,91,0,None,0,1,595.48,38.07,26.18,11.47,250.94,372.78,995.17,0,1,LRT
2025,5,2020,Alive,Male,Unemployed/Student,0,R4,Apartment,51753343744667,Single,4,Kindergarten,Basic,Private,None,None,85,0,None,0,1,595.48,38.07,26.18,11.47,250.94,372.78,995.17,0,0,Private Car (Combustion)
2025,1,2024,Alive,Male,Unemployed/Student,0,R4,Apartment,51753343744667,Single,4,None,None,None,None,None,49,0,Neurology,0,1,595.48,38.07,26.18,11.47,250.94,372.78,995.17,0,1,Public Bus
2025,30,1995,Alive,Male,Civil Engineering,319027,R5,Villa,53277248642202,Married,3,Graduate/Post-Graduate,Higher Ed,None,Civil Engineering,Private,79,0,Cardiovascular Services,0,1,550.55,27.0,31.91,11.17,892.14,329.69,834.09,0,1,Monorail
2025,24,2001,Alive,Female,Accounting,189287,R5,Villa,53277248642202,Married,3,Graduate/Post-Graduate,Higher Ed,None,Accounting,Private,63,0,Mental Health,0,1,550.55,27.0,31.91,11.17,892.14,329.69,834.09,1,1,Electric Vehicle
2025,6,2019,Alive,Male,Unemployed/Student,0,R5,Villa,53277248642202,Single,3,Kindergarten,Basic,Public,None,None,66,0,Physical Therapy and Rehabilitation,0,1,550.55,27.0,31.91,11.17,892.14,329.69,834.09,0,1,Monorail
2025,34,1991,Alive,Male,Supply Chain Management,422158,R7,Apartment,42031345248438,Married,4,Graduate/Post-Graduate,Higher Ed,None,Supply Chain Management,National,99,0,None,0,1,541.48,45.48,26.2,18.91,348.0,381.9,1019.01,1,1,Electric Vehicle
2025,29,1996,Alive,Female,Data Science,711109,R7,Apartment,42031345248438,Married,4,Graduate/Post-Graduate,Higher Ed,None,Data Science,International,99,0,None,0,1,541.48,45.48,26.2,18.91,348.0,381.9,1019.01,0,1,Monorail
2025,7,2018,Alive,Female,Unemployed/Student,0,R7,Apartment,42031345248438,Single,4,Primary,Basic,Public,None,None,99,0,None,0,1,541.48,45.48,26.2,18.91,348.0,381.9,1019.01,0,1,LRT
2025,6,2019,Alive,Female,Unemployed/Student,0,R7,Apartment,42031345248438,Single,4,Kindergarten,Basic,Private,None,None,85,0,None,0,1,541.48,45.48,26.2,18.91,348.0,381.9,1019.01,0,0,Private Car (Combustion)
2025,32,1993,Alive,Male,Cybersecurity,524415,R4,Apartment,45087253311618,Married,3,Graduate/Post-Graduate,Higher Ed,None,Cybersecurity,Public,94,0,None,1,1,112.22,23.23,42.26,17.81,807.57,141.48,356.13,0,1,LRT
2025,26,1999,Alive,Female,Mechatronics,434008,R4,Apartment,45087253311618,Married,3,Graduate/Post-Graduate,Higher Ed,None,Mechatronics,National,92,0,None,1,1,112.22,23.23,42.26,17.81,807.57,141.48,356.13,0,1,LRT
2025,0,2025,Alive,Female,Unemployed/Student,0,R4,Apartment,45087253311618,Single,3,None,None,None,None,None,45,0,Ophthalmology and Surgeries,1,1,112.22,23.23,42.26,17.81,807.57,141.48,356.13,0,0,Private Car (Combustion)
2025,26,1999,Alive,Male,Medicine,1080103,R2,Twin House,17254215648407,Married,5,Graduate/Post-Graduate,Higher Ed,None,Medicine,Public,91,0,None,0,1,352.37,30.18,37.34,18.77,600.49,265.84,669.24,0,1,LRT
2025,20,2005,Alive,Female,Data Science,901124,R2,Twin House,17254215648407,Married,5,Graduate/Post-Graduate,Higher Ed,None,Data Science,International,49,0,Ophthalmology and Surgeries,0,1,352.37,30.18,37.34,18.77,600.49,265.84,669.24,0,1,Monorail
2025,2,2023,Alive,Male,Unemployed/Student,0,R2,Twin House,17254215648407,Single,5,None,None,None,None,None,97,0,None,0,1,352.37,30.18,37.34,18.77,600.49,265.84,669.24,0,1,Public Bus
